Automatic_MS_filename	Batch	Code	Daisy_chain	Date	Instrument	Replicate	Cell_line	Cancer_type	Tissue_type	SIDM	growth_properties	MSI_status	methylation_data	expression_data	cnv_data	crispr_ko_data	fusion_data	drug_data	cancer_type_detail	sample_site	gender	ethnicity	smoking_status	BROAD_ID	COSMIC_ID	CCLE_ID
180824_e0022_p02_hek_h002_qc_s_m04_1	P02	HEK H002	No	2018-08-24	M04	1	Control_HEK293T_std_H002	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T
180824_e0022_p02_ 8064_2 _s_m04_1	P02	8064	No	2018-08-24	M04	2	KURAMOCHI	Ovarian Carcinoma	Ovary	SIDM00554	Unknown	MSS	True	True	True	True	True	True	High Grade Ovarian Serous Adenocarcinoma	Ascites	Female	East Asian	Unknown	ACH-000524	909975	KURAMOCHI_OVARY
180824_e0022_p02_ 8064_3 _s_m04_1	P02	8064	No	2018-08-24	M04	3	KURAMOCHI	Ovarian Carcinoma	Ovary	SIDM00554	Unknown	MSS	True	True	True	True	True	True	High Grade Ovarian Serous Adenocarcinoma	Ascites	Female	East Asian	Unknown	ACH-000524	909975	KURAMOCHI_OVARY
180824_e0022_p02_ 7052_3 _s_m04_1	P02	7052	No	2018-08-24	M04	3	UACC-62	Melanoma	Skin	SIDM00107	Unknown	MSS	True	True	True	False	True	True	Melanoma	Unknown	Unknown	Unknown	Unknown	ACH-000425	905976	UACC62_SKIN
180824_e0022_p02_ 8497_3 _s_m04_1	P02	8497	No	2018-08-24	M04	3	Ca9-22	Head and Neck Carcinoma	Head and Neck	SIDM00489	Adherent	MSS	True	True	True	True	True	True	Gingival Squamous Cell Carcinoma	Oral, gingiva	Male	East Asian	Unknown	ACH-002043	753538	CA922_UPPER_AERODIGESTIVE_TRACT
180824_e0022_p02_ 6452_1 _s_m04_1	P02	6452	No	2018-08-24	M04	1	COLO-684	Endometrial Carcinoma	Endometrium	SIDM00142	Suspension	MSI	True	True	True	True	True	True	Endometrial Adenocarcinoma	Unknown	Female	Unknown	Unknown	ACH-000864	910691	COLO684_ENDOMETRIUM
180824_e0022_p02_ 6452_2 _s_m04_1	P02	6452	No	2018-08-24	M04	2	COLO-684	Endometrial Carcinoma	Endometrium	SIDM00142	Suspension	MSI	True	True	True	True	True	True	Endometrial Adenocarcinoma	Unknown	Female	Unknown	Unknown	ACH-000864	910691	COLO684_ENDOMETRIUM
180824_e0022_p02_ 2166_3 _s_m04_1	P02	2166	No	2018-08-24	M04	3	SW13	Other Solid Carcinomas	Adrenal Gland	SIDM00814	Adherent	MSS	True	True	True	False	True	True	Adrenal Cortex Carcinoma	Adrenal Cortex	Female	White	Unknown	ACH-001401	909744	SW13_ADRENAL_CORTEX
180824_e0022_p02_ 2522_2 _s_m04_1	P02	2522	No	2018-08-24	M04	2	SF539	Glioblastoma	Central Nervous System	SIDM00083	Unknown	MSS	True	True	True	True	False	True	Gliosarcoma	Unknown	Female	Unknown	Unknown	ACH-000273	905984	SF539_CENTRAL_NERVOUS_SYSTEM
180824_e0022_p02_ 8064_1 _s_m04_1	P02	8064	No	2018-08-24	M04	1	KURAMOCHI	Ovarian Carcinoma	Ovary	SIDM00554	Unknown	MSS	True	True	True	True	True	True	High Grade Ovarian Serous Adenocarcinoma	Ascites	Female	East Asian	Unknown	ACH-000524	909975	KURAMOCHI_OVARY
180824_e0022_p02_ 8497_2 _s_m04_1	P02	8497	No	2018-08-24	M04	2	Ca9-22	Head and Neck Carcinoma	Head and Neck	SIDM00489	Adherent	MSS	True	True	True	True	True	True	Gingival Squamous Cell Carcinoma	Oral, gingiva	Male	East Asian	Unknown	ACH-002043	753538	CA922_UPPER_AERODIGESTIVE_TRACT
180824_e0022_p02_ 7052_2 _s_m04_1	P02	7052	No	2018-08-24	M04	2	UACC-62	Melanoma	Skin	SIDM00107	Unknown	MSS	True	True	True	False	True	True	Melanoma	Unknown	Unknown	Unknown	Unknown	ACH-000425	905976	UACC62_SKIN
180824_e0022_p02_ 2166_2 _s_m04_1	P02	2166	No	2018-08-24	M04	2	SW13	Other Solid Carcinomas	Adrenal Gland	SIDM00814	Adherent	MSS	True	True	True	False	True	True	Adrenal Cortex Carcinoma	Adrenal Cortex	Female	White	Unknown	ACH-001401	909744	SW13_ADRENAL_CORTEX
180824_e0022_p02_ 2522_3 _s_m04_1	P02	2522	No	2018-08-24	M04	3	SF539	Glioblastoma	Central Nervous System	SIDM00083	Unknown	MSS	True	True	True	True	False	True	Gliosarcoma	Unknown	Female	Unknown	Unknown	ACH-000273	905984	SF539_CENTRAL_NERVOUS_SYSTEM
180824_e0022_p02_ 8497_1 _s_m04_1	P02	8497	No	2018-08-24	M04	1	Ca9-22	Head and Neck Carcinoma	Head and Neck	SIDM00489	Adherent	MSS	True	True	True	True	True	True	Gingival Squamous Cell Carcinoma	Oral, gingiva	Male	East Asian	Unknown	ACH-002043	753538	CA922_UPPER_AERODIGESTIVE_TRACT
180824_e0022_p02_ 2522_1 _s_m04_1	P02	2522	No	2018-08-24	M04	1	SF539	Glioblastoma	Central Nervous System	SIDM00083	Unknown	MSS	True	True	True	True	False	True	Gliosarcoma	Unknown	Female	Unknown	Unknown	ACH-000273	905984	SF539_CENTRAL_NERVOUS_SYSTEM
180824_e0022_p02_ hek_140 _s_m04_1	P02	HEK	No	2018-08-24	M04	1	Control_HEK293T_lys	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T
180824_e0022_p02_ 6452_3 _s_m04_1	P02	6452	No	2018-08-24	M04	3	COLO-684	Endometrial Carcinoma	Endometrium	SIDM00142	Suspension	MSI	True	True	True	True	True	True	Endometrial Adenocarcinoma	Unknown	Female	Unknown	Unknown	ACH-000864	910691	COLO684_ENDOMETRIUM
180824_e0022_p02_ 2166_1 _s_m04_1	P02	2166	No	2018-08-24	M04	1	SW13	Other Solid Carcinomas	Adrenal Gland	SIDM00814	Adherent	MSS	True	True	True	False	True	True	Adrenal Cortex Carcinoma	Adrenal Cortex	Female	White	Unknown	ACH-001401	909744	SW13_ADRENAL_CORTEX
180824_e0022_p02_ 7052_1 _s_m04_1	P02	7052	No	2018-08-24	M04	1	UACC-62	Melanoma	Skin	SIDM00107	Unknown	MSS	True	True	True	False	True	True	Melanoma	Unknown	Unknown	Unknown	Unknown	ACH-000425	905976	UACC62_SKIN
180914_e0022_p02_hek_h002_qc_s_m04_1	P02	HEK H002	No	2018-09-14	M04	1	Control_HEK293T_std_H002	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T
180914_e0022_p02_ 7949_3 _s_m04_1	P02	7949	No	2018-09-14	M04	3	MDA-MB-175-VII	Breast Carcinoma	Breast	SIDM00633	Semi-Adherent	MSS	False	True	True	False	True	True	Invasive Ductal Carcinoma not Otherwise Specified	Pleural effusion	Female	Black	Unknown	ACH-000759	908120	MDAMB175VII_BREAST
180914_e0022_p02_ 7949_1 _s_m04_1	P02	7949	No	2018-09-14	M04	1	MDA-MB-175-VII	Breast Carcinoma	Breast	SIDM00633	Semi-Adherent	MSS	False	True	True	False	True	True	Invasive Ductal Carcinoma not Otherwise Specified	Pleural effusion	Female	Black	Unknown	ACH-000759	908120	MDAMB175VII_BREAST
180914_e0022_p02_ 3382_3 _s_m04_1	P02	3382	No	2018-09-14	M04	3	NCI-H524	Small Cell Lung Carcinoma	Lung	SIDM01129	Suspension	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Lymph node 	Male	White	Unknown	ACH-000816	908483	NCIH524_LUNG
180914_e0022_p02_ 3382_1 _s_m04_1	P02	3382	No	2018-09-14	M04	1	NCI-H524	Small Cell Lung Carcinoma	Lung	SIDM01129	Suspension	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Lymph node 	Male	White	Unknown	ACH-000816	908483	NCIH524_LUNG
180914_e0022_p02_ 3382_2 _s_m04_1	P02	3382	No	2018-09-14	M04	2	NCI-H524	Small Cell Lung Carcinoma	Lung	SIDM01129	Suspension	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Lymph node 	Male	White	Unknown	ACH-000816	908483	NCIH524_LUNG
180914_e0022_p02_ 7949_2 _s_m04_1	P02	7949	No	2018-09-14	M04	2	MDA-MB-175-VII	Breast Carcinoma	Breast	SIDM00633	Semi-Adherent	MSS	False	True	True	False	True	True	Invasive Ductal Carcinoma not Otherwise Specified	Pleural effusion	Female	Black	Unknown	ACH-000759	908120	MDAMB175VII_BREAST
180914_e0022_p02_ hek_113 _s_m04_1	P02	HEK	No	2018-09-14	M04	1	Control_HEK293T_lys	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T
180914_e0022_p02_ 3477_2 _s_m04_1	P02	3477	No	2018-09-14	M04	2	BxPC-3	Pancreatic Carcinoma	Pancreas	SIDM00132	Adherent	MSS	True	True	True	True	True	True	Pancreatic Ductal Adenocarcinoma	Unknown	Female	Unknown	Unknown	ACH-000535	906693	BXPC3_PANCREAS
180914_e0022_p02_ 3409_1 _s_m04_1	P02	3409	No	2018-09-14	M04	1	NCI-H847	Small Cell Lung Carcinoma	Lung	SIDM01149	Suspension	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Pleural effusion	Male	White	Unknown	ACH-001365	1240193	NCIH847_LUNG
180914_e0022_p02_ 2143_1 _s_m04_1	P02	2143	No	2018-09-14	M04	1	ST486	Burkitt's Lymphoma	Haematopoietic and Lymphoid	SIDM01198	Suspension	MSS	True	True	True	False	True	True	Burkitt's Lymphoma	Ascites	Female	Unknown	Unknown	ACH-000567	910906	ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
180914_e0022_p02_ 2879_1 _s_m04_1	P02	2879	No	2018-09-14	M04	1	Hs-766T	Pancreatic Carcinoma	Pancreas	SIDM00664	Adherent	MSS	True	True	True	False	True	True	Pancreatic Adenocarcinoma	Lymph node	Male	White	Unknown	ACH-000178	1298141	HS766T_PANCREAS
180914_e0022_p02_ 2143_2 _s_m04_1	P02	2143	No	2018-09-14	M04	2	ST486	Burkitt's Lymphoma	Haematopoietic and Lymphoid	SIDM01198	Suspension	MSS	True	True	True	False	True	True	Burkitt's Lymphoma	Ascites	Female	Unknown	Unknown	ACH-000567	910906	ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
180914_e0022_p02_ 2143_3 _s_m04_1	P02	2143	No	2018-09-14	M04	3	ST486	Burkitt's Lymphoma	Haematopoietic and Lymphoid	SIDM01198	Suspension	MSS	True	True	True	False	True	True	Burkitt's Lymphoma	Ascites	Female	Unknown	Unknown	ACH-000567	910906	ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
180914_e0022_p02_ 6577_3 _s_m04_1	P02	6577	No	2018-09-14	M04	3	MSTO-211H	Mesothelioma	Lung	SIDM00640	Adherent	MSS	True	True	True	False	True	True	Pleural Biphasic Mesothelioma	Pleural effusion	Male	White	Unknown	ACH-000335	908152	MSTO211H_PLEURA
180914_e0022_p02_ 2879_2 _s_m04_1	P02	2879	No	2018-09-14	M04	2	Hs-766T	Pancreatic Carcinoma	Pancreas	SIDM00664	Adherent	MSS	True	True	True	False	True	True	Pancreatic Adenocarcinoma	Lymph node	Male	White	Unknown	ACH-000178	1298141	HS766T_PANCREAS
180914_e0022_p02_ 2879_3 _s_m04_1	P02	2879	No	2018-09-14	M04	3	Hs-766T	Pancreatic Carcinoma	Pancreas	SIDM00664	Adherent	MSS	True	True	True	False	True	True	Pancreatic Adenocarcinoma	Lymph node	Male	White	Unknown	ACH-000178	1298141	HS766T_PANCREAS
180914_e0022_p02_ 8213_3 _s_m04_1	P02	8213	No	2018-09-14	M04	3	LC4-1	B-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM00549	Suspension	MSS	True	True	True	False	True	True	Childhood Precursor B Lymphoblastic Leukemia	Peripheral blood	Female	Unknown	Unknown	ACH-002267	907787	LC41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
180914_e0022_p02_hek_h002_qc_s_m04_2	P02	HEK H002	No	2018-09-14	M04	1	Control_HEK293T_std_H002	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T	Control_HEK293T
180914_e0022_p02_ 8736_2 _s_m04_1	P02	8736	No	2018-09-14	M04	2	PA-TU-8902	Pancreatic Carcinoma	Pancreas	SIDM00455	Adherent	MSS	True	True	True	True	True	True	Pancreatic Adenocarcinoma	Unknown	Female	Unknown	Unknown	ACH-000599	1298526	PATU8902_PANCREAS
180914_e0022_p02_ 6429_2 _s_m04_1	P02	6429	No	2018-09-14	M04	2	VCaP	Prostate Carcinoma	Prostate	SIDM01077	Adherent	MSS	True	True	True	False	True	True	Prostate Carcinoma	Vertebral bone	Male	White	Unknown	ACH-000115	1299075	VCAP_PROSTATE
180914_e0022_p02_ 6577_1 _s_m04_1	P02	6577	No	2018-09-14	M04	1	MSTO-211H	Mesothelioma	Lung	SIDM00640	Adherent	MSS	True	True	True	False	True	True	Pleural Biphasic Mesothelioma	Pleural effusion	Male	White	Unknown	ACH-000335	908152	MSTO211H_PLEURA
180914_e0022_p02_ 6429_1 _s_m04_1	P02	6429	No	2018-09-14	M04	1	VCaP	Prostate Carcinoma	Prostate	SIDM01077	Adherent	MSS	True	True	True	False	True	True	Prostate Carcinoma	Vertebral bone	Male	White	Unknown	ACH-000115	1299075	VCAP_PROSTATE
